SEASON,TEAM_ID,TEAM_NAME,GP,W,L,FG3M,FG3A,FG3_PCT,PTS,THREES_PER_GAME,THREES_ATT_PER_GAME,POINTS_FROM_3,PERCENT_POINTS_3
2018-19,1610612759,San Antonio Spurs,82,48,34,812,2071,0.392,9156,9.902439024390244,25.25609756097561,2436,0.26605504587155965
2018-19,1610612761,Toronto Raptors,82,58,24,1015,2771,0.366,9384,12.378048780487806,33.792682926829265,3045,0.32448849104859334
2018-19,1610612762,Utah Jazz,82,50,32,993,2789,0.356,9161,12.109756097560975,34.01219512195122,2979,0.32518284030127714
2018-19,1610612764,Washington Wizards,82,32,50,930,2731,0.341,9350,11.341463414634147,33.30487804878049,2790,0.2983957219251337
2019-20,1610612737,Atlanta Hawks,67,20,47,805,2416,0.333,7488,12.014925373134329,36.059701492537314,2415,0.32251602564102566
2019-20,1610612738,Boston Celtics,72,48,24,905,2487,0.364,8183,12.569444444444445,34.541666666666664,2715,0.33178540877428814
2019-20,1610612751,Brooklyn Nets,72,35,37,941,2746,0.343,8048,13.069444444444445,38.138888888888886,2823,0.3507703777335984
2019-20,1610612766,Charlotte Hornets,65,23,42,785,2231,0.352,6687,12.076923076923077,34.323076923076925,2355,0.3521758636159713
2019-20,1610612741,Chicago Bulls,65,22,43,793,2282,0.348,6945,12.2,35.10769230769231,2379,0.34254859611231103
2019-20,1610612739,Cleveland Cavaliers,65,19,46,727,2070,0.351,6948,11.184615384615384,31.846153846153847,2181,0.31390328151986185
2019-20,1610612742,Dallas Mavericks,75,43,32,1136,3095,0.367,8776,15.146666666666667,41.266666666666666,3408,0.38833181403828626
2019-20,1610612743,Denver Nuggets,73,46,27,801,2234,0.359,8124,10.972602739726028,30.602739726027398,2403,0.29579025110782864
2019-20,1610612765,Detroit Pistons,66,20,46,791,2157,0.367,7078,11.984848484848484,32.68181818181818,2373,0.33526419892625037
2019-20,1610612744,Golden State Warriors,65,15,50,678,2032,0.334,6912,10.430769230769231,31.26153846153846,2034,0.2942708333333333
2019-20,1610612745,Houston Rockets,72,44,28,1126,3261,0.345,8482,15.63888888888889,45.291666666666664,3378,0.3982551285074275
2019-20,1610612754,Indiana Pacers,73,45,28,743,2046,0.363,7989,10.178082191780822,28.027397260273972,2229,0.2790086368757041
2019-20,1610612746,LA Clippers,72,49,23,895,2410,0.371,8377,12.430555555555555,33.47222222222222,2685,0.3205204727229318
2019-20,1610612747,Los Angeles Lakers,71,52,19,782,2242,0.349,8054,11.014084507042254,31.577464788732396,2346,0.29128383411969205
2019-20,1610612763,Memphis Grizzlies,73,34,39,798,2297,0.347,8222,10.931506849315069,31.465753424657535,2394,0.2911700316224763
2019-20,1610612748,Miami Heat,73,44,29,979,2584,0.379,8179,13.41095890410959,35.397260273972606,2937,0.3590903533439296
2019-20,1610612749,Milwaukee Bucks,73,56,17,1007,2840,0.355,8663,13.794520547945206,38.9041095890411,3021,0.34872446034860904
2019-20,1610612750,Minnesota Timberwolves,64,19,45,853,2540,0.336,7248,13.328125,39.6875,2559,0.3530629139072848
2019-20,1610612740,New Orleans Pelicans,72,30,42,982,2656,0.37,8341,13.63888888888889,36.888888888888886,2946,0.3531950605442992
2019-20,1610612752,New York Knicks,66,21,45,631,1872,0.337,6983,9.56060606060606,28.363636363636363,1893,0.27108692539023344
2019-20,1610612760,Oklahoma City Thunder,72,44,28,770,2171,0.355,7950,10.694444444444445,30.15277777777778,2310,0.29056603773584905
2019-20,1610612753,Orlando Magic,73,33,40,807,2354,0.343,7831,11.054794520547945,32.24657534246575,2421,0.30915591878431875
2019-20,1610612755,Philadelphia 76ers,73,43,30,848,2307,0.368,8084,11.616438356164384,31.602739726027398,2544,0.31469569520039586
2019-20,1610612756,Phoenix Suns,73,34,39,831,2320,0.358,8294,11.383561643835616,31.78082191780822,2493,0.30057873161321436
2019-20,1610612757,Portland Trail Blazers,74,35,39,952,2525,0.377,8508,12.864864864864865,34.12162162162162,2856,0.33568406205923834
2019-20,1610612758,Sacramento Kings,72,31,41,914,2511,0.364,7927,12.694444444444445,34.875,2742,0.345906395862243
